2021-01-26 17:35:12,192 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,197 Added job "MQ2.leer_voltaje" to job store "default"
2021-01-26 17:35:12,197 Scheduler started
2021-01-26 17:35:12,199 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,200 Added job "MQ3.leer_voltaje" to job store "default"
2021-01-26 17:35:12,200 Scheduler started
2021-01-26 17:35:12,203 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,203 Added job "MQ4.leer_voltaje" to job store "default"
2021-01-26 17:35:12,204 Scheduler started
2021-01-26 17:35:12,206 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,207 Added job "MQ5.leer_voltaje" to job store "default"
2021-01-26 17:35:12,207 Scheduler started
2021-01-26 17:35:12,209 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,210 Added job "MQ7.leer_voltaje" to job store "default"
2021-01-26 17:35:12,210 Scheduler started
2021-01-26 17:35:12,213 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,213 Added job "MQ8.leer_voltaje" to job store "default"
2021-01-26 17:35:12,214 Scheduler started
2021-01-26 17:35:12,216 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,217 Added job "MQ9.leer_voltaje" to job store "default"
2021-01-26 17:35:12,217 Scheduler started
2021-01-26 17:35:12,219 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,220 Added job "MQ135.leer_voltaje" to job store "default"
2021-01-26 17:35:12,220 Scheduler started
2021-01-26 17:35:12,221 Adding job tentatively -- it will be properly scheduled when the scheduler starts
2021-01-26 17:35:12,222 Added job "Main.iniciar_ciclo" to job store "default"
2021-01-26 17:35:12,222 Scheduler started
2021-01-26 17:35:15,235 Job "MQ5.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" executed successfully
2021-01-26 17:35:15,254 Job "MQ7.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" executed successfully
2021-01-26 17:35:15,259 Job "MQ8.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" executed successfully
2021-01-26 17:35:15,264 Job "MQ9.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" executed successfully
2021-01-26 17:35:15,268 Job "MQ135.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" executed successfully
2021-01-26 17:35:16,169 Running job "MQ2.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" (scheduled at 2021-01-26 17:35:16.165404+01:00)
2021-01-26 17:35:16,176 Job "MQ2.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:17 CET)" executed successfully
2021-01-26 17:35:16,203 Running job "MQ3.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" (scheduled at 2021-01-26 17:35:16.199621+01:00)
2021-01-26 17:35:16,208 Job "MQ3.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:17 CET)" executed successfully
2021-01-26 17:35:16,211 Running job "MQ4.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" (scheduled at 2021-01-26 17:35:16.202946+01:00)
2021-01-26 17:35:16,215 Job "MQ4.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:17 CET)" executed successfully
2021-01-26 17:35:16,216 Running job "MQ5.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" (scheduled at 2021-01-26 17:35:16.206198+01:00)
2021-01-26 17:35:16,221 Running job "MQ7.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" (scheduled at 2021-01-26 17:35:16.209429+01:00)
2021-01-26 17:35:16,222 Job "MQ5.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:17 CET)" executed successfully
2021-01-26 17:35:16,226 Running job "MQ8.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" (scheduled at 2021-01-26 17:35:16.212742+01:00)
2021-01-26 17:35:16,229 Running job "MQ135.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:16 CET)" (scheduled at 2021-01-26 17:35:16.219415+01:00)
2021-01-26 17:35:16,232 Job "MQ7.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:17 CET)" executed successfully
2021-01-26 17:35:16,234 Running job "MQ9.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:17 CET)" (scheduled at 2021-01-26 17:35:16.216075+01:00)
2021-01-26 17:35:16,234 Job "MQ8.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:17 CET)" executed successfully
2021-01-26 17:35:16,239 Job "MQ135.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:17 CET)" executed successfully
2021-01-26 17:35:16,241 Job "MQ9.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:17 CET)" executed successfully
2021-01-26 17:35:17,170 Running job "MQ2.leer_voltaje (trigger: interval[0:00:01], next run at: 2021-01-26 17:35:17 CET)" (scheduled at 2021-01-26 17:35:17.165404+01:00)
